,Utterance_ID,Speaker,Utterance,Emotion,Dialogue_ID
5,6,Monica,"Fine, I'll start cleaning.",neutral,1379
6,7,Chandler,Thank you. I can't stand this stench.,disgust,1379
0,1,Rachel,Okay. Just give us a second. Ross!,neutral,1380
1,2,Ross,Yeah?,neutral,1380
2,3,Rachel,Give her some money.,neutral,1380
3,4,Ross,I really think they’re out of rooms.,neutral,1380
4,5,Rachel,"They’re not!! Ross, they’re just saving them for the important people!! Okay?! What-what if I was the president?!",anger,1380
5,6,Ross,"Well then we’d be in a lot of trouble, you don’t know where any countries are.",neutral,1380
6,7,Ross,Okay.,neutral,1380
7,8,Ross,"Uh, say would you umm… Would you mind checking again to see if any umm, private rooms may have  opened up?",neutral,1380
8,9,Nurse,This is a hospital.,neutral,1380
9,10,Rachel,Y’know what?,neutral,1380
10,11,Rachel,I’d have to say I really don’t care for your tone.,anger,1380
11,12,Rachel,And this is not the only hospital in this city and we have no problem to—Whoa!,anger,1380
12,13,Rachel,Oh gosh!,surprise,1380
13,14,Ross,What-what?,surprise,1380
14,15,Rachel,Ow! Ow! Contraction.  Ow-ow! Ow-ow!,surprise,1380
15,16,Nurse,Would you like to see a semi-private room?,neutral,1380
16,17,Rachel,"Yeah, it couldn’t hurt to look.",neutral,1380
0,1,Monica,"Ugh, what is that smell?",disgust,1381
1,2,Ross,I think it's coming from the kitchen.,disgust,1381
2,3,Monica,I can't believe someone would leave rotten food out like that.,disgust,1381
3,4,Ross,It's really making me nauseous.,disgust,1381
4,5,Monica,We should clean it up immediately.,disgust,1381
5,6,Ross,"Yeah, before it attracts more flies.",disgust,1381
6,7,Monica,This is so disgusting!,disgust,1381
7,8,Ross,"I know, but at least we caught it before it got worse.",neutral,1381
0,1,Rachel,"Ugh, what is that smell?",disgust,1382
1,2,Man,"I don't know, but it's making me sick.",disgust,1382
2,3,Ross,I think it's coming from the kitchen.,neutral,1382
3,4,Julie,I can't believe they would serve such awful food.,disgust,1382
4,5,Ross,"I know, I'm really disappointed.",sadness,1382
5,6,Julie,I hope your friends don't think I'm like this too.,fear,1382
6,7,Ross,"No, don't worry, they'll understand.",neutral,1382
7,8,Rachel,Let's just get out of here.,disgust,1382
0,1,Jane,"Hey Joey, it's Jane. I heard about your party from Rachel. I can't believe you didn't invite us!",disgust,1383
1,2,Joey,"Uh, hey Jane. Yeah, it's kind of a private thing. You know, just for the Days Of Our Life's fans.",neutral,1383
2,3,Jane,"That's disgusting, Joey. You can't just exclude people like that!",disgust,1383
3,4,Rachel,"Yeah, Joey. We thought we were friends. It's really disgusting to find out you've been lying to us all this time.",disgust,1383
4,5,Joey,"I... I didn't mean to hurt anyone. I just wanted to have my own thing, you know?",neutral,1383
5,6,Jane,"Well, it's a pretty disgusting thing to do. We're really disappointed in you.",disgust,1383
6,7,Rachel,"And to think, we spent all those nights at that medieval restaurant and the button factory tour, just to be pushed aside like this.",disgust,1383
7,8,Joey,I... I'm sorry. I didn't think it would bother you guys this much.,neutral,1383
8,9,Jane,"Well, it does. And it's really disgusting to find out what kind of person you are.",disgust,1383
9,10,Rachel,"Yeah. We're done here. Enjoy your little private party, Joey.",disgust,1383
0,1,Monica,"Ugh, I can't believe I have to clean up after this mess.",disgust,1384
1,2,Rachel,What's wrong?,neutral,1384
2,3,Monica,I found mold in the fridge. I'm so grossed out.,disgust,1384
3,4,Rachel,"Oh no, that's terrible.",sadness,1384
4,5,Monica,I don't even want to touch it.,disgust,1384
5,6,Rachel,I'll help you clean it up.,neutral,1384
6,7,Monica,"Thanks, Rachel. I just can't stand the sight of it.",disgust,1384
7,8,Rachel,"Don't worry, we'll get it done quickly.",joy,1384
8,9,Monica,I appreciate it. I just hate dealing with this kind of thing.,disgust,1384
9,10,Rachel,It's not a problem. Friends help each other out.,joy,1384
0,1,Joey,You seriously don’t remember the last time we hung out without him?,disgust,1385
1,2,Ross,"No, I don’t. Do you have to bring that up again?",sadness,1385
2,3,Joey,"It’s just so frustrating, I can’t believe you forgot about it!",anger,1385
0,1,Joey,"Ugh, I can't believe they rejected me for the audition!",disgust,1386
1,2,Ross,What? That's terrible! I thought you were perfect for the role.,disgust,1386
2,3,Joey,"Tell me about it! I mean, did you see the guy they chose? He looked like a total slob.",disgust,1386
3,4,Carol,"You know, sometimes these things just don't go our way.",neutral,1386
4,5,Joey,"I know, but it still makes me sick to my stomach.",disgust,1386
5,6,Ross,"Cheer up, buddy. There will be other auditions.",neutral,1386
6,7,Joey,"Yeah, but who knows if I'll ever find one as perfect as this one.",sadness,1386
7,8,Carol,"You never know, Joey. Just keep trying and something will come along.",joy,1386
0,1,Alex,What is that smell?,disgust,1387
1,2,Taylor,I think it's coming from the kitchen.,disgust,1387
2,3,Alex,I can't believe you left the trash sitting out like that.,anger,1387
3,4,Taylor,"I was going to take it out, but I got distracted.",neutral,1387
4,5,Alex,It's making me nauseous.,disgust,1387
5,6,Taylor,"I'll take it out now, sorry.",neutral,1387
6,7,Alex,And open some windows while you're at it.,disgust,1387
7,8,Taylor,"Good idea, the fresh air will help.",neutral,1387
0,1,Kristen,"Ugh, this wine tastes awful.",disgust,1388
1,2,Ross,Really? I thought it was from a reputable vineyard.,surprise,1388
2,3,Kristen,"Well, it tastes like vinegar to me.",disgust,1388
3,4,Ross,I once had a wine that was so bad it made me feel sick.,disgust,1388
4,5,Kristen,That sounds horrible!,disgust,1388
5,6,Ross,It was during my trip to Europe.,neutral,1388
6,7,Kristen,I've had some bad experiences with European wine too.,disgust,1388
7,8,Ross,"It's not always the case, but it can be quite disappointing.",sadness,1388
0,1,Rachel,I can't believe he actually ate that rotten sandwich!,disgust,1389
1,2,Phoebe,Why would anyone do that? It smells terrible!,disgust,1389
2,3,Rachel,Maybe we should tell him how disgusting it is.,disgust,1389
3,4,Phoebe,I think he already knows. He just made a face like he was going to throw up.,disgust,1389
4,5,Rachel,"Ugh, I feel sick just watching him.",disgust,1389
5,6,Phoebe,Me too. Let's go get some fresh air.,disgust,1389
0,1,Chandler,"Umm ma'am, do you have a minute? I kind of have some bad news. I don't think I can move to Tulsa.",sadness,1390
1,2,Ms. McKenna,What?,surprise,1390
2,3,Chandler,"It's a funny story, actually.",neutral,1390
3,4,Chandler,"I kind of fell asleep in the meeting this morning so when I said I'd move to Tulsa, I didn't really know what I was saying.",neutral,1390
4,5,Ms. McKenna,You fell asleep?,surprise,1390
5,6,Chandler,"But only because I was up all night worried about this meeting, ain't that funny?",fear,1390
6,7,Chandler,Irony?,surprise,1390
7,8,Chandler,"Not a fan, alright.",neutral,1390
8,9,Chandler,"See, here's the thing.",neutral,1390
9,10,Chandler,I went home and told my wife about Tulsa and she won't go.,neutral,1390
10,11,Chandler,"See, me, I love Tulsa!",joy,1390
11,12,Chandler,Tulsa is heaven!,joy,1390
12,13,Chandler,Tulsa is Italy—Please don't make me go there!,fear,1390
13,14,Ms. McKenna,"Chandler, I…",joy,1390
14,15,Chandler,No no no!,fear,1390
15,16,Chandler,"Look, Carol, can I call you Carol?",neutral,1390
16,17,Chandler,Wh-why would I when your name is Elaine?,joy,1390
17,18,Chandler,"Oh what a great picture of your son, strapping!",joy,1390
18,19,Chandler,"That's a picture of your daughter, isn't it, well she's lovely.",joy,1390
19,20,Chandler,I like a girl with a strong jaw.,sadness,1390
20,21,Chandler,I'll call you from Tulsa.,neutral,1390
0,1,Kim,I can't believe they raised the prices on cigarettes again.,disgust,1391
1,2,Nancy,It's absolutely ridiculous. When will it stop?,disgust,1391
2,3,Rachel,"I know, right? It's like they're trying to make us quit or something.",disgust,1391
3,4,Kim,"Well, maybe that's not such a bad idea.",neutral,1391
4,5,Nancy,I've been thinking about quitting for a while now.,neutral,1391
5,6,Rachel,But the patches and gum are so expensive too!,disgust,1391
6,7,Kim,"True, but it's still cheaper than buying cigarettes every day.",neutral,1391
7,8,Nancy,And it's better for our health.,neutral,1391
8,9,Rachel,"Fine, let's do it. Let's quit.",disgust,1391
9,10,Kim,Let's do it. No more cigarettes.,joy,1391
10,11,Nancy,We can help each other through it.,neutral,1391
11,12,Rachel,We'll be the Patch Sisters!,joy,1391
12,13,Kim,And we'll save so much money in the long run.,joy,1391
13,14,Nancy,I can't wait to see how much better we'll feel.,joy,1391
14,15,Rachel,"Alright, let's do this. No more cigarettes!",joy,1391
0,1,Alice,"Ugh, I can't believe we have to eat this again.",disgust,1392
1,2,Bob,"I know, right? The sight of it makes me want to vomit.",disgust,1392
2,3,Charlie,"Well, at least it's better than nothing.",neutral,1392
3,4,Alice,That's not saying much though.,disgust,1392
4,5,Bob,"Yeah, I'd rather go hungry than put this in my mouth.",disgust,1392
5,6,Charlie,"Come on guys, it's not that bad. Let's just eat and get it over with.",neutral,1392
6,7,Alice,"Fine, but I'm not happy about it.",disgust,1392
7,8,Bob,"Me neither, but let's try to make the best of it.",disgust,1392
0,1,Phoebe,What is that smell?,disgust,1393
1,2,Monica,I think it's coming from that factory over there.,disgust,1393
2,3,Phoebe,It's making me sick. Can we please roll up the windows?,disgust,1393
3,4,Monica,Good idea. And let's find another route before we pass out.,disgust,1393
0,1,Janice,"So? Congratulations you two, I didn’t even know you got married.",surprise,1394
1,2,Rachel,Oh we-we didn’t.,joy,1394
2,3,Janice,"Oh, my apologies. I must have been mistaken.",neutral,1394
3,4,Rachel,"No worries, Janice. We're just not ready for that step yet.",neutral,1394
4,5,Janice,"I see. Well, when you do decide to take that step, I hope it's not in this filthy town. The streets are disgusting!",disgust,1394
5,6,Rachel,"Yeah, it's really unfortunate how dirty everything is around here.",disgust,1394
6,7,Janice,It's like people don't even care about their surroundings. They just throw their trash everywhere!,disgust,1394
7,8,Rachel,"I know, right? It's so frustrating. We need to do something about it.",disgust,1394
8,9,Janice,Maybe we should start a cleanup initiative or something. Get the community involved.,neutral,1394
9,10,Rachel,"That's a great idea, Janice. Let's do it!",joy,1394
0,1,Chandler,"Ugh, I can't believe I ate that! What was I thinking?",disgust,1395
1,2,Monica,You should know better than to eat food from a suspicious source!,disgust,1395
2,3,Monica,It's not like you to be so careless.,neutral,1395
3,4,Monica,Have you considered the consequences of your actions?,neutral,1395
4,5,Chandler,I feel terrible now.,disgust,1395
5,6,Monica,You really should learn from this experience.,neutral,1395
6,7,Monica,I don't want to see you making the same mistake again.,disgust,1395
0,1,Mrs. Geller,"Chandler, did you hear about the new restaurant downtown?",neutral,1396
1,2,Chandler,"No, what about it?",neutral,1396
2,3,Mrs. Geller,"Well, they serve the most disgusting dishes! I heard they have a cockroach burger on the menu.",disgust,1396
3,4,Chandler,A cockroach burger? That's revolting!,disgust,1396
4,5,Mr. Geller,I tried one once. It was quite crunchy.,neutral,1396
5,6,Mrs. Geller,"Jack, how could you?!",disgust,1396
6,7,Chandler,I think I just lost my appetite.,disgust,1396
7,8,Monica,You won't believe what I found in the fridge at work today.,neutral,1396
8,9,Mrs. Geller,"What was it, dear?",neutral,1396
9,10,Monica,A moldy sandwich from last month! It had green fuzz all over it.,disgust,1396
10,11,Mr. Geller,That's not the worst thing I've seen in a fridge.,neutral,1396
11,12,Mrs. Geller,"Please don't tell me you ate it, Jack.",fear,1396
12,13,Mr. Geller,"No, but I did see a science experiment gone wrong in mine.",neutral,1396
13,14,Chandler,I think it's time we start a new topic. This one is making me sick.,disgust,1396
0,1,Phoebe,"Ugh, I can't believe they're showing that movie again!",disgust,1397
1,2,Chandler,"Yeah, I know. It's pretty gross.",disgust,1397
2,3,Joey,What's wrong with you guys? It's just a movie!,neutral,1397
3,4,Ross,But it's so disgusting! The amount of blood and gore is just too much.,disgust,1397
4,5,Chandler,And the fact that they keep showing it over and over again...,disgust,1397
5,6,Phoebe,It's like they're trying to normalize it or something.,disgust,1397
6,7,Joey,But it's just a movie. It's not real.,neutral,1397
7,8,Ross,"That's not the point, Joey. The point is that it's disgusting and we shouldn't be celebrating it.",disgust,1397
8,9,Chandler,"I agree with Ross. We should be focusing on movies that promote positivity and kindness, not violence and gore.",disgust,1397
9,10,Phoebe,Exactly. There are so many other great movies out there that we could be watching instead.,disgust,1397
0,1,Chandler,"What is that smell, Joe?",disgust,1398
1,2,Joey,"I don't know, but it's making me sick.",disgust,1398
2,3,Chandler,It's coming from your room!,disgust,1398
3,4,Joey,"No way, it smells fine in there.",neutral,1398
4,5,Chandler,You need to clean it up.,disgust,1398
5,6,Joey,"It's not me, maybe it's the kitchen.",neutral,1398
6,7,Chandler,"The kitchen is spotless, you know that!",anger,1398
7,8,Joey,"Okay, fine, I'll check my room.",neutral,1398
8,9,Joey,"Oh, gross! My trash can is overflowing.",disgust,1398
9,10,Chandler,I told you!,anger,1398
10,11,Joey,I'll take it out right now.,neutral,1398
11,12,Chandler,"You better, before we all pass out.",disgust,1398
12,13,Joey,Anything else?,neutral,1398
13,14,Chandler,Just do it quickly.,disgust,1398
14,15,Joey,"Alright, alright, keep your shirt on.",neutral,1398
15,16,Chandler,I'll keep my shirt on when your room doesn't smell like a dumpster.,disgust,1398
16,17,Joey,Fair enough.,neutral,1398
17,18,Joey,I'm taking the trash out now.,neutral,1398
18,19,Chandler,"Good, thank you.",neutral,1398
19,20,Joey,You're welcome.,neutral,1398
20,21,Chandler,"Next time, try to keep your room clean.",neutral,1398
21,22,Joey,"I will, I promise.",neutral,1398
22,23,Chandler,I'll believe it when I see it.,neutral,1398
0,1,Alex,I can't believe we have to eat this disgusting food.,disgust,1399
1,2,Taylor,"Yeah, it smells like rotten eggs.",disgust,1399
2,3,Jamie,I think I'm going to be sick.,disgust,1399
3,4,Morgan,You guys are overreacting. It's not that bad.,neutral,1399
4,5,Alex,"Easy for you to say, you're not the one who has to eat it.",anger,1399
5,6,Taylor,Maybe we can find something else to eat.,neutral,1399
6,7,Jamie,I'm not eating anything else from this place ever again.,disgust,1399
7,8,Morgan,"Alright, let's just go somewhere else then.",neutral,1399
0,1,Rachel,I can't believe they put so much garlic in the pasta sauce!,disgust,1400
1,2,Phoebe,"Yeah, it's overwhelming.",disgust,1400
2,3,Monica,"I think it's fine, you guys are just being dramatic.",neutral,1400
3,4,Rachel,"No, it's not fine! It's disgusting!",disgust,1400
4,5,Phoebe,I guess I'm used to weird food flavors.,neutral,1400
5,6,Rachel,Weird doesn't even begin to cover it.,disgust,1400
6,7,Monica,"Okay, okay, I'll make something else.",neutral,1400
0,1,Rachel,"Mom, would you please stop worrying?",disgust,1401
1,2,Rachel,"That woman was walking alone at night, and I would never do something so reckless.",disgust,1401
2,3,Rachel,"This is a safe street, this is a safe building, there's nothing to be concerned about.",neutral,1401
3,4,Stranger,Hi.,neutral,1401
4,5,Rachel,"Hi, hi can I help you?",joy,1401
5,6,Stranger,"Yeah, I'm looking for Phoebe, does she still live here?",neutral,1401
6,7,Rachel,"Uh, no she doesn't but I can, I can get a message to her.",neutral,1401
7,8,Stranger,"Great. Uhh, just tell her her husband stopped by.",neutral,1401
8,9,Rachel,What?,surprise,1401
9,10,Stranger,"Hey, how, how did you do that?",surprise,1401
0,1,Joey,Ma! What is that smell?,disgust,1402
1,2,Mrs. Tribbiani,"Oh, it's just the leftovers from last night's dinner.",neutral,1402
2,3,Joey,"Ugh, it stinks! It smells like rotten eggs!",disgust,1402
3,4,Mrs. Tribbiani,"Well, it's still good to eat. I made it especially for you.",neutral,1402
4,5,Joey,"No way, Ma! I'm not touching that!",disgust,1402
0,1,Monica,"Hey, what's up?",neutral,1403
1,2,Rachel,I just saw Danny eating a raw chicken wing on the subway.,disgust,1403
2,3,Monica,"Oh, honey, that's gross.",disgust,1403
3,4,Rachel,"I know, right? And then he licked his fingers!",disgust,1403
4,5,Monica,That's so unsanitary. He's digging his own grave.,disgust,1403
5,6,Rachel,Maybe he's trying to prove a point about his masculinity.,disgust,1403
6,7,Monica,"Well, he's proving he's an idiot.",disgust,1403
7,8,Rachel,I guess I have to reconsider my plan.,neutral,1403
8,9,Monica,You should. Life's too short to date someone who eats raw chicken.,disgust,1403
9,10,Rachel,You're right. I'm going to focus on finding someone who respects food safety.,neutral,1403
0,1,Phoebe,"Ew, what is that smell?",disgust,1404
1,2,Rachel,I think it's coming from the kitchen.,neutral,1404
2,3,Joey,"Ah, that's just my leftover pizza from last week.",joy,1404
3,4,Ross,"Joey, that's disgusting! How can you eat something that old?",disgust,1404
4,5,Joey,What? It's still good!,neutral,1404
5,6,Ross,"No, it's not! Look at it, it's covered in mold!",disgust,1404
6,7,Phoebe,"Oh, that's gross. You should throw it away.",disgust,1404
7,8,Joey,But I just got it!,sadness,1404
8,9,Rachel,"Joey, it's been a week. Just let it go.",neutral,1404
9,10,Joey,"Fine, fine. But I'm not happy about it.",sadness,1404
10,11,Ross,"Trust me, we're not happy about it either. It stinks up the whole apartment.",disgust,1404
11,12,Phoebe,Can we please talk about something else? This is making me nauseous.,disgust,1404
0,1,Samantha,I can't believe you actually ate that.,disgust,1405
1,2,David,It wasn't that bad.,neutral,1405
2,3,Samantha,It smelled like rotten eggs!,disgust,1405
3,4,Jessica,"You guys, let's talk about something else.",neutral,1405
4,5,David,"Fine, but I still think it wasn't that bad.",neutral,1405
5,6,Samantha,You're disgusting.,disgust,1405
6,7,Jessica,"Come on, let's go get some ice cream.",joy,1405
7,8,Samantha,"Alright, but you're not paying for my therapy sessions after this.",disgust,1405
8,9,David,"Oh, come on. It wasn't that bad.",neutral,1405
0,1,David,"Ugh, what is that smell?",disgust,1406
1,2,Jessica,"It's coming from the fridge, I think.",neutral,1406
2,3,David,"Oh man, it's the leftovers from last week.",disgust,1406
3,4,Jessica,They look like they've grown a furry coat.,disgust,1406
4,5,David,I can't believe you kept them for so long.,anger,1406
5,6,Jessica,I forgot they were in there.,sadness,1406
6,7,David,We need to throw them out immediately.,disgust,1406
7,8,Jessica,I'll take care of it.,neutral,1406
8,9,David,Promise me you'll never let food sit in the fridge for that long again.,fear,1406
9,10,Jessica,I promise.,neutral,1406
0,1,Rachel,"Ew, Katie! What is that smell?",disgust,1407
1,2,Katie,"Oh, it's just my new perfume. Don't you like it?",neutral,1407
2,3,Rachel,"No, it's terrible! It smells like rotten eggs!",disgust,1407
3,4,Joey,I don't smell anything.,neutral,1407
4,5,Katie,"You really can't smell that, Joey?",surprise,1407
5,6,Joey,"Nope, nothing.",neutral,1407
6,7,Rachel,"You should really go wash that off, Katie. It's making me nauseous.",disgust,1407
7,8,Katie,"Fine, I'll go wash it off. But I still think it smells nice.",disgust,1407
8,9,Rachel,"You've got weird taste in perfume, Katie.",disgust,1407
9,10,Joey,I still can't smell anything. Are you guys sure you're not imagining it?,neutral,1407
0,1,The Head Librarian,"I'm sorry, but the state of this library is truly revolting.",disgust,1408
1,2,Ross,I couldn't agree more. It's a disgrace to the written word.,disgust,1408
2,3,The Head Librarian,"I've tried to keep things clean, but there's only so much I can do with limited staff.",sadness,1408
3,4,Ross,It's unbelievable that the city allows this filth to persist.,anger,1408
4,5,The Head Librarian,"Believe me, I've complained, but it's like shouting into the void.",disgust,1408
5,6,Ross,"Well, I won't stand for it any longer. I'll take matters into my own hands.",anger,1408
6,7,The Head Librarian,"Please, Ross, don't do anything rash.",fear,1408
7,8,Ross,"I'll clean this place up, even if I have to do it alone!",disgust,1408
0,1,Monica,"Ugh, I can't believe I have to clean this up.",disgust,1409
1,2,Ross,What's wrong?,neutral,1409
2,3,Monica,The trash is overflowing and it smells terrible.,disgust,1409
3,4,Phoebe,"Oh, I thought you liked cleaning.",surprise,1409
4,5,Monica,Not when it's this gross.,disgust,1409
5,6,Ross,I'll help you.,neutral,1409
6,7,Monica,"Thanks, Ross. You're a real friend.",neutral,1409
0,1,Joey,I can't believe we have to clean this disgusting bathroom.,disgust,1410
1,2,Phoebe,"Yeah, but at least we'll get paid for it.",neutral,1410
2,3,Joey,I'd rather not touch that slimy soap scum.,disgust,1410
3,4,Phoebe,Just hold your breath and get it over with. We can grab some dinner afterwards.,joy,1410
0,1,Phoebe,"Ugh, what is this smell?",disgust,1411
1,2,Chandler,I think it's coming from the trash can.,neutral,1411
2,3,Phoebe,It's making me nauseous!,disgust,1411
3,4,Ross,Let's take it out and clean it.,neutral,1411
4,5,Phoebe,"Good idea, this stench is unbearable!",disgust,1411
0,1,Emily,Why would you say something like that?,disgust,1412
1,2,Michael,"I didn't mean it, I was just trying to be funny.",neutral,1412
2,3,Emily,"Well, it wasn't funny. It was disgusting and rude.",disgust,1412
3,4,Michael,"I'm sorry, I won't do it again.",sadness,1412
4,5,Emily,You better not. I don't want to be around someone who thinks that's acceptable.,disgust,1412
5,6,Michael,I understand. I'll be more careful with my words.,sadness,1412
0,1,Sarah,"Ugh, what is that smell coming from the kitchen?",disgust,1413
1,2,Mike,I think it's the garbage that hasn't been taken out yet.,neutral,1413
2,3,Sarah,It's making me nauseous. Can you please take it out already?,disgust,1413
3,4,Mike,I'm a little busy right now. Can you do it?,neutral,1413
4,5,Sarah,Why do I always have to be the one to deal with this disgusting mess?,disgust,1413
5,6,Mike,I promise I'll do it next time.,neutral,1413
6,7,Sarah,"Fine, but only if you promise to help clean the bathroom later.",disgust,1413
0,1,Monica,What is this smell coming from the kitchen?,disgust,1414
1,2,Phoebe,"Oh, I was just trying out a new recipe with blue cheese.",neutral,1414
2,3,Monica,It smells like something died in here!,disgust,1414
3,4,Ross,I think I'm gonna be sick.,disgust,1414
4,5,Rachel,You guys should open a window or something.,disgust,1414
5,6,Chandler,I'm not sure if it's the cheese or the fact that Phoebe is still using that old sponge.,disgust,1414
6,7,Joey,"Hey, at least it's not as bad as the time Rachel made the meatloaf.",neutral,1414
7,8,Rachel,"Hey, that was one time!",anger,1414
8,9,Phoebe,I still can't believe you guys ate that. I had to burn my shoes after that meal.,disgust,1414
9,10,Monica,"Alright, everyone out of the kitchen. I'll handle this mess.",neutral,1414
0,1,Ross,"Monica, I can't believe you're suggesting we get Joey a pet for Christmas. Have you seen his apartment? It's a biohazard!",disgust,1415
1,2,Monica,"I know, but he's been talking about wanting a pet for months. Maybe if we get him a proper cage and some cleaning supplies...",neutral,1415
2,3,Ross,And what happens when he inevitably forgets to clean it? We'll have to evacuate the building!,disgust,1415
3,4,Monica,"Fine, we'll get him a roomba instead. That way he can clean without even thinking about it.",neutral,1415
0,1,Joey,"Ugh, this coffee tastes like dirt!",disgust,1416
1,2,Woman,Really? I think it's fine.,neutral,1416
2,3,Joey,"No way, it's revolting. I can't drink this.",disgust,1416
3,4,Woman,"Well, I'm sure we can find something else for you to drink.",neutral,1416
4,5,Joey,"Yeah, let's get out of here. This place is making me sick.",disgust,1416
5,6,Woman,"Okay, let's go somewhere else.",neutral,1416
0,1,Rachel,"Hey Joey, do you know any good laundry services nearby?",neutral,1417
1,2,Joey,"Ugh, why would you need laundry services?",disgust,1417
2,3,Rachel,I accidentally spilled some sauce on my favorite shirt and it's not coming off.,neutral,1417
3,4,Joey,"That's gross. But yeah, there's a place down the street.",disgust,1417
4,5,Rachel,"Great! Thanks. By the way, are you busy tonight?",neutral,1417
5,6,Joey,"No, why?",neutral,1417
6,7,Rachel,"Would you mind taking out my new friend, Tag? He's new in town and could use some guy friends.",neutral,1417
7,8,Joey,"Ugh, I don't know. I'm not really in the mood for hanging out with strangers.",disgust,1417
8,9,Rachel,"Please, Joey? I'd really appreciate it.",neutral,1417
9,10,Joey,"Fine, but only because you're my friend.",disgust,1417
10,11,Rachel,"Thanks, Joey! You're the best!",joy,1417
11,12,Joey,"Yeah, yeah. Just don't make me do this again.",disgust,1417
0,1,Paul,What is that smell?,disgust,1418
1,2,Rachel,I think it's coming from the trash can.,neutral,1418
2,3,Paul,It's making me nauseous. Can you please take it out?,disgust,1418
3,4,Rachel,"Sure, I'll do it right away.",neutral,1418
0,1,Rachel,"Ugh, what is that smell?",disgust,1419
1,2,Phoebe,I think it's coming from the trash can over there.,neutral,1419
2,3,Rachel,It's making me feel sick. Let's move away from it.,disgust,1419
3,4,Phoebe,Good idea. And let's not forget to tell the janitor to empty it later.,neutral,1419
4,5,Rachel,Definitely. I can't stand being near it any longer.,disgust,1419
0,1,Phoebe,Why don't you ever want to hang out with us?,disgust,1420
1,2,Monica,"Yeah, you're always turning down our invitations!",sadness,1420
2,3,Chandler,I just don't like being around people who are always judging others.,disgust,1420
3,4,Phoebe,But we're not like that!,surprise,1420
4,5,Chandler,You are when you talk about going to strip clubs and stuff.,disgust,1420
5,6,Monica,He's right. We don't want to be part of that scene anyway.,disgust,1420
6,7,Phoebe,I didn't realize you felt that way. I won't bring it up again.,sadness,1420
0,1,Phoebe,"You know, I heard that some birds eat insects and then regurgitate them for their babies.",disgust,1421
1,2,Chandler,"Oh, that's really disgusting. I think I just lost my appetite.",disgust,1421
2,3,Phoebe,"Yeah, nature can be gross sometimes. But it's still fascinating, don't you think?",neutral,1421
3,4,Chandler,I guess so. But let's talk about something else. This topic is making me feel sick.,disgust,1421
4,5,Phoebe,"Okay, let's talk about the presents. I wonder where they could be hidden.",neutral,1421
5,6,Chandler,Maybe they're hidden where the birds don't want to go.,neutral,1421
0,1,Monica,"Ugh, the trash smells awful!",disgust,1422
1,2,Rachel,I told you we should've taken it out last night.,disgust,1422
2,3,Phoebe,I can't believe they raised the price of trash bags again.,anger,1422
3,4,Monica,And they call it a 'green' tax! It's ridiculous.,disgust,1422
4,5,Rachel,"By the way, did you hear about George?",neutral,1422
5,6,Monica,"No, what about him?",neutral,1422
6,7,Rachel,"Apparently, he's a bit of a slob.",disgust,1422
7,8,Phoebe,Really? I thought he was preppy.,surprise,1422
8,9,Monica,I guess you never know what people are like behind closed doors.,neutral,1422
0,1,Ross,I found this old sandwich in my locker today.,neutral,1423
1,2,Monica,"Ew, how old is it?",disgust,1423
2,3,Ross,I think it's from last semester.,neutral,1423
3,4,Phoebe,"Oh, that's gross!",disgust,1423
4,5,Chandler,"You know what they say, if it's green, it's good for you.",joy,1423
5,6,Monica,"That's not how it works, Chandler.",neutral,1423
6,7,Ross,I can't believe I forgot about it.,disgust,1423
7,8,Phoebe,You should throw it away before it gets worse.,disgust,1423
8,9,Ross,"I will, I just can't believe I let it sit for so long.",disgust,1423
9,10,Monica,It could have started a new civilization by now.,disgust,1423
10,11,Chandler,"And to think, Ross could have been the father of a new green species.",joy,1423
11,12,Phoebe,Imagine a world full of little green Rosses!,disgust,1423
12,13,Ross,"Let's not imagine that, please.",neutral,1423
0,1,Phoebe,"Ugh, what is that smell?",disgust,1424
1,2,Ross,I think it's coming from the kitchen.,neutral,1424
2,3,Joey,It smells like something died in there!,disgust,1424
3,4,Monica,I'll check it out.,neutral,1424
4,5,Monica,"Oh god, it's the leftovers from last week's dinner party.",disgust,1424
5,6,Chandler,"Well, that explains the odor.",neutral,1424
6,7,Rachel,You guys should really clean the fridge more often.,disgust,1424
7,8,Ross,"Alright, who's up for a cleaning session?",neutral,1424
8,9,Phoebe,Not it!,disgust,1424
9,10,Joey,"I'll do it, but only if you make me some of your famous lasagna, Monica.",neutral,1424
0,1,Rachel,"Ugh, I can't believe they served us this slop at such an expensive restaurant.",disgust,1425
1,2,Phoebe,"I know, right? The smell alone makes me want to gag.",disgust,1425
2,3,Bonnie,I heard the chef here used to work in a fast-food chain.,neutral,1425
3,4,Rachel,That explains the hair I found in my soup!,disgust,1425
4,5,Phoebe,"Oh, please don't say that. I'm trying to keep my food down.",disgust,1425
5,6,Bonnie,Maybe we should just leave and get some fresh air.,neutral,1425
6,7,Rachel,Good idea. I can't stand the sight of this food any longer.,disgust,1425
7,8,Phoebe,Me neither. Let's go find a decent place to eat.,neutral,1425
8,9,Bonnie,I know a great pizza place just around the corner.,joy,1425
9,10,Rachel,Sounds perfect. Anything is better than this disgusting meal.,disgust,1425
0,1,Ross,"Ugh, what is that smell? Did someone leave food out again?",disgust,1426
1,2,Rachel,I think it's coming from the trash can. It's making me nauseous.,disgust,1426
