,Utterance_ID,Speaker,Utterance,Emotion,Dialogue_ID
5,6,Phoebe,"I don't know, but it's really gross. I wish he'd just stop trying to set us up with random people.",disgust,1825
6,7,Monica,"Maybe we should talk to him about it. Like, really let him know how we feel.",neutral,1825
7,8,Phoebe,"I guess, but I hate confrontation. It's just so...icky.",disgust,1825
8,9,Monica,"Yeah, but if we don't say something, he'll never stop. And we'll be stuck going on awful dates forever.",disgust,1825
9,10,Phoebe,You're right. We need to put our foot down. No more gross setups!,disgust,1825
0,1,Phoebe,"Hi, guys.",neutral,1826
1,2,Rachel,Hi! Phoebe.,joy,1826
2,3,Monica,Hi Phoebe.,neutral,1826
3,4,Phoebe,"I-I wanted to apologise if I—y'know seemed a tad edgy yesterday at my shower. Y'know it's just the hormones, y'know.",sadness,1826
4,5,Rachel,"No we,",neutral,1826
5,6,Monica,Hormones.,neutral,1826
6,7,Rachel,"hormones, yeah.",neutral,1826
7,8,Phoebe,I just can't believe how disgusting some people can be.,disgust,1826
8,9,Monica,What do you mean?,neutral,1826
9,10,Phoebe,"Well, I overheard some guests at the shower making fun of my belly. They were laughing and pointing.",disgust,1826
10,11,Rachel,"Oh, Phoebe, that's awful!",anger,1826
11,12,Monica,"I'm so sorry, Pheebs. Some people just have no manners.",disgust,1826
12,13,Phoebe,It just made me feel so... gross. Like I'm some kind of freak show.,sadness,1826
13,14,Rachel,"You are not a freak show! You're pregnant, it's beautiful.",joy,1826
14,15,Monica,Absolutely. Those people were just being immature and cruel. Ignore them.,anger,1826
15,16,Phoebe,"I'll try. Thanks, guys.",sadness,1826
0,1,Ross,What's that smell?,disgust,1827
1,2,Rachel,"I don't know, but it's been lingering all day.",disgust,1827
2,3,Mark,I think it's coming from the break room.,disgust,1827
3,4,Ross,"Ugh, it's making me nauseous.",disgust,1827
4,5,Rachel,Me too. I can't concentrate on my work.,disgust,1827
5,6,Mark,I'll go check it out.,neutral,1827
6,7,Ross,"Be careful, it could be something toxic.",fear,1827
7,8,Rachel,Or a dead rat...,disgust,1827
8,9,Mark,I found it. It's a rotten sandwich from last week.,disgust,1827
9,10,Ross,Who would leave their food to rot like that?,anger,1827
10,11,Rachel,Some people have no respect for shared spaces.,disgust,1827
11,12,Mark,I'll throw it out and disinfect the area.,neutral,1827
12,13,Ross,Thank you. We need to implement some rules about food in the office.,anger,1827
13,14,Rachel,"I agree. This is a professional environment, not a dumpster.",disgust,1827
0,1,Phoebe,"Jason, I need to talk to you about something important.",neutral,1828
1,2,Jason,"Sure, what's up?",neutral,1828
2,3,Phoebe,"I've been thinking a lot lately, and I can't hold this in any longer.",disgust,1828
3,4,Jason,Okay... What is it?,neutral,1828
4,5,Phoebe,I'm really disgusted by your constant lying and manipulation.,disgust,1828
5,6,Jason,What? But I've always been honest with you!,surprise,1828
6,7,Phoebe,"You say that, but your actions tell a different story.",disgust,1828
7,8,Phoebe,I can't stand being around someone who can't be genuine.,disgust,1828
8,9,Jason,I don't understand. What have I done that's so terrible?,sadness,1828
9,10,Phoebe,"You've betrayed my trust, and that's something I can't forgive.",disgust,1828
10,11,Phoebe,I think it's best if we go our separate ways.,sadness,1828
11,12,Jason,"Phoebe, please, don't do this.",fear,1828
12,13,Phoebe,I can't be in a relationship built on lies and deceit.,disgust,1828
13,14,Phoebe,"Goodbye, Jason.",sadness,1828
0,1,Joey,Y'know what?,neutral,1829
1,2,Chandler,Umm?,neutral,1829
2,3,Joey,I bet 'ya ya I could fit in there.,neutral,1829
3,4,Chandler,I've got five bucks says you can't.,neutral,1829
4,5,Joey,Deal! I'll show you I can do it.,joy,1829
5,6,Chandler,"Alright, but don't come crying to me if you get stuck.",disgust,1829
6,7,Joey,"Oh, I won't. This is gonna be a piece of cake!",joy,1829
7,8,Chandler,You sure about that? It looks pretty tight in there.,disgust,1829
8,9,Joey,"Pfft, I've been in tighter spots than this!",joy,1829
9,10,Chandler,"Yeah, but those were usually your own clothes.",disgust,1829
10,11,Joey,"Hey, I didn't need to hear that! I'm doing this!",anger,1829
11,12,Chandler,"Alright, alright. Go ahead, make me five bucks.",disgust,1829
0,1,Rachel,"Ugh, this sandwich is disgusting!",disgust,1830
1,2,Mark,What's wrong with it?,neutral,1830
2,3,Rachel,It's all soggy and the meat tastes funny.,disgust,1830
3,4,Ross,That's it! I've had enough of this place!,anger,1830
4,5,Mark,What's the matter now?,surprise,1830
5,6,Ross,I've been waiting for over 20 minutes just to get a sandwich!,anger,1830
6,7,Ross,And now it's disgusting!,disgust,1830
7,8,Rachel,"Ross, calm down.",neutral,1830
0,1,Joey/Drake,You're a disgrace to this family.,disgust,1831
1,2,Joey/Drake,How could you betray me like this?,anger,1831
2,3,Joey/Drake,I can't even look at you right now.,disgust,1831
3,4,Joey/Drake,You're not the person I thought you were.,sadness,1831
4,5,Joey/Drake,I don't know if I can ever forgive you for this.,disgust,1831
5,6,Joey/Drake,I never want to see your face again.,disgust,1831
6,7,Joey/Drake,You make me sick.,disgust,1831
7,8,Joey/Drake,I'm done with you.,anger,1831
0,1,Chandler,Y'know what?,neutral,1832
1,2,Chandler,I am going to take you out to dinner tonight.,joy,1832
2,3,Chandler,I found this place that makes the greatest mozzarella sticks and jalapeno poppers.,joy,1832
3,4,Joey,No way! I'm not eating there!,disgust,1832
4,5,Joey,I heard they use the cheapest ingredients.,disgust,1832
5,6,Chandler,Really?,surprise,1832
6,7,Joey,"Yeah, the cheese in the mozzarella sticks is so processed, it barely even qualifies as food!",disgust,1832
7,8,Chandler,"They taste so good, though.",joy,1832
8,9,Joey,That's because they're loaded with additives and preservatives!,disgust,1832
9,10,Chandler,"Ugh, you're ruining this for me.",disgust,1832
10,11,Joey,"Well, someone has to look out for your health, Chandler.",neutral,1832
0,1,Phoebe,"Ugh, I can't believe you would say that!",disgust,1833
1,2,Ross,"What? It's just a joke, don't take it so seriously.",neutral,1833
2,3,Phoebe,"Some things are not joking matters, Ross!",disgust,1833
3,4,Ross,"Okay, okay, I'm sorry. I didn't realize it would upset you this much.",neutral,1833
4,5,Phoebe,You should be more careful with your words.,disgust,1833
5,6,Ross,I got chalk on my face from the pool cue. It's not like I'm trying to be disgusting on purpose.,neutral,1833
6,7,Phoebe,"It's not just about the chalk, Ross. It's about your attitude.",disgust,1833
0,1,Rachel,"Chandler, I can't believe you set me up with your creepy cousin!",disgust,1834
1,2,Chandler,What? I thought you two would hit it off!,neutral,1834
2,3,Rachel,He kept staring at my chest the entire time and told me I remind him of his mother!,disgust,1834
3,4,Chandler,"Oh, come on, he's not that bad.",neutral,1834
4,5,Rachel,"You should've warned me, Chandler. I feel so dirty now.",disgust,1834
5,6,Chandler,"I'm sorry, I really thought you'd like him.",sadness,1834
6,7,Rachel,"I don't want you to ever set me up again, do you understand?",anger,1834
7,8,Chandler,"I promise, I'll never do it again.",neutral,1834
0,1,Carol,Looks like it.,neutral,1835
1,2,Ross,"Y'know, if this is too weird for you, we can still back out at any time.",neutral,1835
2,3,Carol,I got it!,joy,1835
3,4,Ross,Okay.,neutral,1835
4,5,Carol,Susan! Hi!,joy,1835
5,6,Susan,Hey!,joy,1835
6,7,Carol,Thank you so much for coming.,joy,1835
7,8,Susan,"Oh, I wouldn't miss it for the world.",joy,1835
8,9,Ross,I'm Ross by the way.,neutral,1835
9,10,Susan,Hello Ross. I love what you've done with this space.,joy,1835
10,11,Carol,Thank you so much.,joy,1835
11,12,Ross,How hot is this?!,surprise,1835
12,13,Susan,It's amazing. But where's the bathroom?,neutral,1835
13,14,Carol,"Down the hall, first door on your left.",neutral,1835
14,15,Susan,Thanks.,neutral,1835
15,16,Susan,"Oh my God, what is that smell?!",disgust,1835
16,17,Ross,"Oh, that would be the garbage disposal. It's been acting up lately.",disgust,1835
17,18,Carol,We've been meaning to get it fixed.,disgust,1835
18,19,Susan,It's really quite overpowering.,disgust,1835
19,20,Ross,"Yeah, we'll take care of it soon.",disgust,1835
20,21,Carol,We just hope it doesn't affect the whole evening.,fear,1835
21,22,Susan,"Well, I suppose it's not the end of the world.",neutral,1835
22,23,Ross,"No, it's not. Let's head back to the party.",neutral,1835
0,1,Joey,"Ugh, this guy's really pissing me off!",disgust,1836
1,2,Rachel,"Joey, just ignore him. He's not worth it.",neutral,1836
2,3,Joey,I can't believe he thinks he owns the whole river!,disgust,1836
3,4,Rachel,Some people are just so self-centered.,disgust,1836
4,5,Joey,And what's with that stupid boat name? Coast Guard? Pfft!,disgust,1836
5,6,Rachel,I guess he thinks it makes him look important.,disgust,1836
6,7,Joey,"Well, it just makes him look like a jackass!",anger,1836
7,8,Rachel,Let's just enjoy our day and forget about him.,neutral,1836
8,9,Joey,You're right. I'm not gonna let that jerk ruin our trip.,neutral,1836
0,1,Monica,I can't believe I have to clean the bathroom again!,disgust,1837
1,2,Rachel,What's wrong?,neutral,1837
2,3,Monica,There's hair everywhere! It's so gross!,disgust,1837
3,4,Rachel,"You need to relax, Mon. It's just a little hair.",neutral,1837
4,5,Monica,"Easy for you to say, you don't have to deal with this mess!",anger,1837
5,6,Rachel,"Okay, okay. Let's take a break and talk about something else.",neutral,1837
6,7,Monica,"Alright, but only if it takes my mind off this disgusting bathroom!",disgust,1837
7,8,Rachel,"So, have you thought about where you and your boyfriend might go for your anniversary?",neutral,1837
8,9,Monica,"Ugh, I don't want to think about that right now.",disgust,1837
9,10,Rachel,Why not?,neutral,1837
10,11,Monica,"Because every time I think about us getting closer, I remember all the gross things he does!",disgust,1837
11,12,Rachel,Like what?,neutral,1837
12,13,Monica,Like the way he picks his nose and eats it! It's so revolting!,disgust,1837
13,14,Rachel,"Mon, that's pretty normal for a guy.",neutral,1837
14,15,Monica,"I know, but it still grosses me out!",disgust,1837
15,16,Rachel,"Well, if it bothers you that much, maybe you should talk to him about it.",neutral,1837
16,17,Monica,I don't know if I can. It's just so disgusting!,disgust,1837
0,1,Phoebe,"Ugh, I can't believe I fell for another jerk!",disgust,1838
1,2,Joey,What happened this time?,neutral,1838
2,3,Phoebe,"He seemed so nice at first, but then he turned out to be a total pig!",disgust,1838
3,4,Joey,"Ah, come on! Not another one!",disgust,1838
4,5,Phoebe,"Yeah, he was rude to the waiter and kept making crude jokes. I was so embarrassed.",disgust,1838
5,6,Joey,"Well, you know what? Next time, let's do a background check on the guy before you go out with him.",neutral,1838
6,7,Phoebe,Maybe I should. I'm tired of being disappointed.,sadness,1838
7,8,Joey,"Hey, don't worry. We'll find a good guy for you, one who doesn't make you feel like taking a shower after every date!",joy,1838
0,1,Ross,I can't believe he would do that to us.,disgust,1839
1,2,Joey,"Yeah, after all we've done for him. It's disgusting.",disgust,1839
2,3,Ross,Maybe we should teach him a lesson.,anger,1839
3,4,Joey,I'm in. What do you have in mind?,neutral,1839
4,5,Ross,We could start by not inviting him to the big game this weekend.,disgust,1839
5,6,Joey,"Ooh, that's harsh. I like it.",joy,1839
6,7,Ross,"And then, we could spread some rumors about him around the office.",disgust,1839
7,8,Joey,That's a great idea. He'll be so mad when he finds out.,joy,1839
8,9,Ross,He deserves it after what he did to us. It's about time he learned his lesson.,disgust,1839
9,10,Joey,I agree. Let's do it.,neutral,1839
0,1,Phoebe,"Hey Joey, how's it going?",joy,1840
1,2,Joey,"Not great, I can't decide which route to take to Vegas.",disgust,1840
2,3,Phoebe,"You know, travel can be really hard sometimes.",neutral,1840
3,4,Joey,"Yeah, I just want to get there as quickly as possible.",disgust,1840
4,5,Phoebe,"Well, if you take the northern route, there's a man in Illinois with a beard of bees.",disgust,1840
5,6,Joey,"Ugh, that's disgusting! I'll take the southern route then.",disgust,1840
6,7,Phoebe,Good choice. The southern route has its own issues though.,neutral,1840
7,8,Joey,What do you mean?,disgust,1840
8,9,Phoebe,"There's a diner in Arizona where the food is so greasy, it's like eating a plate of pure fat.",disgust,1840
9,10,Joey,Oh gross! I think I'll just stick to eating in the car.,disgust,1840
10,11,Phoebe,"Probably a good idea. And whatever you do, don't stop at the gas station in Nevada.",neutral,1840
11,12,Joey,Why not?,disgust,1840
12,13,Phoebe,"The restrooms there are so filthy, you'd rather hold it in for the rest of your life.",disgust,1840
13,14,Joey,This trip is starting to sound terrible. Maybe I should just stay home.,disgust,1840
14,15,Phoebe,"No, it'll be fine. Just be prepared for some disgusting things along the way.",neutral,1840
15,16,Joey,"Ugh, I can't wait to get this over with.",disgust,1840
0,1,Phoebe,"Ugh, I can't believe they're serving that slop again.",disgust,1841
1,2,Rachel,What is it this time?,neutral,1841
2,3,Phoebe,Some kind of mystery meat. It looks like it's been sitting out for days.,disgust,1841
3,4,Rachel,Didn't you say last week's meal was the worst thing you've ever seen?,neutral,1841
4,5,Phoebe,"Oh, that was nothing compared to this. I'm seriously considering going vegetarian after this.",disgust,1841
5,6,Rachel,You? Vegetarian? I never thought I'd see the day.,surprise,1841
6,7,Phoebe,"Yeah, well, maybe it's time for a change. I can't keep eating this filth.",disgust,1841
7,8,Rachel,"I guess a cowboy theme was too much to hope for, huh?",neutral,1841
8,9,Phoebe,A cowboy theme? More like a horror show. I'm disgusted.,disgust,1841
0,1,Joey,"Hey, what's that smell?",disgust,1842
1,2,Chandler,"I don't know, but it's making my eyes water.",disgust,1842
2,3,Monica,"Ugh, it's coming from the trash can!",disgust,1842
3,4,Joey,What died in there?,disgust,1842
4,5,Chandler,I think it's the leftovers from last week's mystery casserole.,disgust,1842
5,6,Monica,I told you we should have thrown it out sooner!,anger,1842
6,7,Joey,You guys need to clean this place more often.,disgust,1842
7,8,Chandler,"Yeah, we're disgusting.",disgust,1842
8,9,Monica,"I know, I know. We'll take care of it tomorrow.",neutral,1842
9,10,Joey,"Good, 'cause the stench is keeping me up.",disgust,1842
10,11,Monica,"Okay, we'll see you in the morning then.",neutral,1842
0,1,Chandler,"Joe, don't you remember what your parents told you about the bed?",neutral,1843
1,2,Joey,"No, what?",neutral,1843
2,3,Chandler,They said not to jump on it!,disgust,1843
3,4,Joey,"Oh, right. Well, that's gross now.",disgust,1843
4,5,Chandler,You think that's gross? Wait until you see what's under the bed.,disgust,1843
5,6,Joey,I don't wanna know!,disgust,1843
6,7,Chandler,"You should, it's disgusting!",disgust,1843
7,8,Joey,Why do you have to be so gross?,disgust,1843
8,9,Chandler,I'm not the one who made the mess!,disgust,1843
9,10,Joey,"I know, but you're the one who's making me look at it!",disgust,1843
10,11,Chandler,"Well, now you know why your parents told you not to jump on the bed.",neutral,1843
0,1,Chandler,"Phoebe, I can't believe you let someone else buy my ring!",disgust,1844
1,2,Phoebe,"I'm sorry, Chandler! But this new ring is even better.",neutral,1844
2,3,Chandler,"You just don't get it, do you? It's not just about the ring!",disgust,1844
3,4,Phoebe,"Look, I said I was sorry. What more do you want from me?",anger,1844
4,5,Chandler,I want you to understand how important this was to me!,disgust,1844
5,6,Phoebe,"Fine, I'll go back to the store and get your precious ring back.",disgust,1844
6,7,Chandler,"No, it's too late for that now. The damage is already done.",sadness,1844
7,8,Phoebe,"You know what, Chandler? If you're going to be this unreasonable, maybe I shouldn't be your best man anymore!",anger,1844
8,9,Chandler,Maybe you shouldn't. I can't believe I trusted you with this!,disgust,1844
0,1,A Student,What's with the smell in here?,disgust,1845
1,2,Ross,Smell? What smell?,surprise,1845
2,3,A Student,It's like something died in here.,disgust,1845
3,4,Ross,"I promise you, there are no dead animals in my classroom.",disgust,1845
4,5,Ross,It's probably just the formaldehyde from the fossil exhibit.,neutral,1845
5,6,A Student,It's making me nauseous. Can we open a window?,disgust,1845
6,7,Ross,I'm afraid the windows don't open. This is a historic building.,neutral,1845
7,8,A Student,This is disgusting. I can't focus on paleontology in this stench.,disgust,1845
8,9,Ross,I'll see if I can find some air freshener.,neutral,1845
9,10,Ross,"But I'm hoping to get a permanent job here, so please, just bear with me.",sadness,1845
10,11,Rachel,"Ross, you can't expect students to learn in these conditions!",anger,1845
0,1,Mona,"Ross, how could you keep this from me?",disgust,1846
1,2,Ross,"I was going to tell you, Mona. It's not what you think.",neutral,1846
2,3,Dr. Green,"You're just like your father, a lying cheat!",disgust,1846
3,4,Ross,Hey! I'm not my father. Can we just calm down and talk about this?,anger,1846
4,5,Joey,"Ross, it's Joey. We found something weird at your place. Call me back.",neutral,1846
5,6,Ross,I can't deal with this right now. I need to lie down.,disgust,1846
0,1,Mr. Posner,"Ms. Green, we were impressed with your resume and experience. Particularly your work on the new filing system.",neutral,1847
1,2,Rachel,"Thank you, I'm quite proud of that system. It really helped streamline the office operations.",joy,1847
2,3,Joanna,"Filing system? Oh, you mean those tacky colored labels she stuck on all the folders?",disgust,1847
3,4,Joanna,"Rachel thinks they serve some grand purpose, but they just make the filing cabinets look like a box of crayons threw up.",disgust,1847
4,5,Rachel,"The colors serve a functional purpose, Joanna. They make it easier to locate files at a glance.",neutral,1847
5,6,Mrs. Lynch,It says here you've been given significant responsibilities in your current role.,neutral,1847
6,7,Rachel,"Yes, Joanna has been a valuable mentor. I've learned a great deal working under her.",joy,1847
7,8,Joanna,"Oh please, Rachel's main contribution has been fetching my morning bagel. Sometimes she even gets the order right.",disgust,1847
8,9,Rachel,"I handle far more than just bagel runs, as you well know. Your constant belittling is really quite unprofessional.",disgust,1847
9,10,Joanna,"Unprofessional? At least I don't spend half the day flirting with the designers, trying to 'cultivate personal relationships.'",disgust,1847
10,11,Rachel,"Building rapport with clients is part of the job, Joanna. Perhaps if you spent less time mocking your colleagues, you'd understand that.",disgust,1847
0,1,Rachel,"So uh, apparently people are familiar with the Europe story?",neutral,1848
1,2,Ross,Yeah.,neutral,1848
2,3,Ross,"Listen about that, the whole uh, who came on to who thing really doesn't matter.",neutral,1848
3,4,Ross,"I mean, I think it would've happened either way.",neutral,1848
4,5,Ross,I mean if you hadn't initiated it I-I-I know I would've.,neutral,1848
5,6,Rachel,It was an amazing night.,joy,1848
6,7,Ross,It was. It was an amazing night.,joy,1848
7,8,Rachel,You think it looked amazing?,sadness,1848
8,9,Ross,"Well, not everything about it was amazing.",disgust,1848
9,10,Rachel,What do you mean?,surprise,1848
10,11,Ross,Let's just say the hotel we stayed at left a lot to be desired.,disgust,1848
11,12,Rachel,"Oh, come on Ross, it wasn't that bad!",anger,1848
12,13,Ross,"Rachel, the sheets had stains on them and the bathroom was infested with bugs!",disgust,1848
13,14,Rachel,"Okay, but we barely stayed in the room, we were out exploring the city!",neutral,1848
14,15,Ross,That doesn't change the fact that the place was disgusting!,disgust,1848
15,16,Rachel,"You're right, I guess it did put a damper on things.",sadness,1848
16,17,Ross,I just wish we could've stayed at a cleaner place.,disgust,1848
0,1,Joey,I can't believe they're actually going through with this.,disgust,1849
1,2,Ross,"Yeah, I thought Monica had better taste than that.",disgust,1849
2,3,Chandler,"Well, you know what they say... love is blind.",neutral,1849
3,4,Mr. Geller,Will you two stop being so judgmental?,anger,1849
4,5,Joey,"We're not being judgmental, we're just disgusted.",disgust,1849
5,6,Ross,"Yeah, it's hard to watch someone you care about make a huge mistake.",disgust,1849
6,7,Chandler,Maybe we should just stay out of it and let them be happy.,neutral,1849
7,8,Joey,I guess you're right. But I still think it's gross.,disgust,1849
8,9,Ross,Me too. But what can we do?,disgust,1849
9,10,Mr. Geller,You can start by being supportive and keeping your opinions to yourself.,anger,1849
0,1,Ross,"So honey, this morning was fun, huh? Me hopping in on you in the shower there.",joy,1850
1,2,Carol,Yeah! And maybe someday we could get a place with two bathrooms.,joy,1850
2,3,Ross,"Look Carol umm, I was, I was thinking maybe uh, maybe we can spice things up a little.",neutral,1850
3,4,Carol,What do you mean?,surprise,1850
4,5,Ross,Carol our sex life is—it’s just not working.,sadness,1850
5,6,Ross,Hey there little fella!,joy,1850
6,7,Ross,"Hey, uh-hey, why don’t we get some shoes on ya, huh?",neutral,1850
7,8,Ross,"Hey, why don’t you show dad how you can put your shoes on, in your room!",joy,1850
8,9,Ross,Yay!,joy,1850
9,10,Ben,Yay!,joy,1850
10,11,Ross,Yay!,joy,1850
11,12,Ross,"Seriously, our sex life… I was thinking, maybe I don’t know, we could try some-some new things.",neutral,1850
12,13,Ross,For fun?,neutral,1850
13,14,Carol,Like what?,surprise,1850
14,15,Ross,"Well I don’t know umm,  what if we were too tie each other up?",joy,1850
15,16,Ross,"Umm, some people eat stuff off one another.",neutral,1850
16,17,Ross,Nah!,disgust,1850
17,18,Ross,"Umm, y’know we-we could try dirty talk?",neutral,1850
18,19,Ross,"Umm, we could, we could have a threesome.",neutral,1850
19,20,Carol,I love that idea!,joy,1850
0,1,Chandler,Hi.,neutral,1851
1,2,Monica,Hi.,neutral,1851
2,3,Chandler,"Listen, I'm sorry about before.",sadness,1851
3,4,Chandler,I don't need to have a game room.,neutral,1851
4,5,Chandler,"I mean when I was a kid I only played those games because I couldn't get girls, and now I...",neutral,1851
5,6,Monica,Stop it Chandler. I'm sorry too.,sadness,1851
6,7,Chandler,Really?,surprise,1851
7,8,Monica,Yeah! Oh yes!,anger,1851
8,9,Chandler,Ohh.,neutral,1851
9,10,Monica,"Listen, we don't have to make that a guest room, we can think of something to do with the room together.",joy,1851
10,11,Chandler,That's a great idea! We can...,joy,1851
11,12,Chandler,But what if it's something disgusting?,disgust,1851
12,13,Monica,Disgusting? What do you mean?,surprise,1851
13,14,Chandler,"Well, what if we find out that the previous owner died in there?",disgust,1851
14,15,Monica,"Chandler, that's horrible!",disgust,1851
15,16,Chandler,Or what if the room is infested with cockroaches?,disgust,1851
16,17,Monica,Stop it! You're grossing me out!,disgust,1851
17,18,Chandler,"Well, I just don't want us to have to deal with something disgusting.",disgust,1851
18,19,Monica,"Fine, we'll make sure the room is clean and safe before we decide what to do with it.",neutral,1851
0,1,Ross,Hi.,neutral,1852
1,2,Rachel,"Hi, sweetie!",joy,1852
2,3,Ross,Hello.,neutral,1852
3,4,Mark,"Hi, Ross.",neutral,1852
4,5,Ross,"Yeah, huh.",disgust,1852
5,6,Rachel,I've got some bad news.,sadness,1852
6,7,Ross,What?,fear,1852
7,8,Rachel,"I can get a quick bite to eat, but then I have to come back up here.",neutral,1852
8,9,Ross,"Come on sweetie! You've had to work late every night for the past two weeks, what is it this time?",sadness,1852
9,10,Ross,"But work comes first! Oh hey, but that's sad about you though, what happened? Burn out? Burn all out, did ya?",disgust,1852
10,11,Rachel,"No, he's leaving for a better job.",neutral,1852
11,12,Ross,"Oh well that's great, so I guess this is ah, this is good bye then. Huh? Good bye.",disgust,1852
12,13,Mark,"Okay, then.",neutral,1852
13,14,Ross,Okay.,disgust,1852
14,15,Rachel,Well we're gonna miss you around here.,sadness,1852
15,16,Mark,"Yeah, me too.",sadness,1852
16,17,Mark,"So, see ya on Saturday.",neutral,1852
17,18,Rachel,"Yeah, you bet.",neutral,1852
0,1,Joey,"Hey Ross, are you still going to that fancy restaurant tonight?",neutral,1853
1,2,Ross,"Yeah, why?",neutral,1853
2,3,Joey,"I heard they serve snails there. As in, actual snails that you eat.",disgust,1853
3,4,Ross,That's disgusting!,disgust,1853
4,5,Joey,"Yeah, I know. I mean, who in their right mind would eat snails?",disgust,1853
5,6,Ross,"I'm definitely not going to eat those. I'm going there for the ambiance, not the snails.",disgust,1853
6,7,Joey,I guess that's one way to look at it.,neutral,1853
7,8,Phoebe,"You know, I heard that snails are actually really good for you.",neutral,1853
8,9,Ross,That doesn't make them any less disgusting.,disgust,1853
9,10,Phoebe,"Well, I guess it's an acquired taste.",neutral,1853
0,1,Mr. Geller,"Well, she'll understand, right? It's not like I did it on purpose.",sadness,1854
1,2,Ross,"Dad, that won't matter to her.",neutral,1854
2,3,Ross,"Look, all my stuff is safe and dry and all hers is-is, is growing new stuff!",anger,1854
3,4,Mr. Geller,"Oh my God, does she really think that?",surprise,1854
4,5,Ross,"Well, can you blame her?",sadness,1854
5,6,Mr. Geller,"Well I don't know, I-I suppose we may have favored you unconsciously, you were a medical marvel! The doctor said your mother could...",joy,1854
6,7,Ross,"Dad, dad I don't want to hear about it.",sadness,1854
7,8,Mr. Geller,Really?,surprise,1854
8,9,Ross,"Well, not right now.",neutral,1854
9,10,Ross,"Okay look, Monica came here for some memories and damnit, we're gonna give her some!",neutral,1854
10,11,Ross,"Okay, grab…grab some empty boxes.",neutral,1854
11,12,Ross,Okay?,neutral,1854
12,13,Ross,We'll-we'll take stuff from mine and whatever we can pass off as hers we'll-we'll put 'em in there.,joy,1854
13,14,Mr. Geller,This is disgusting! Lying to your sister like this!,disgust,1854
14,15,Ross,"It's just temporary, until we can find something better.",neutral,1854
15,16,Mr. Geller,You should've thought of that before you ruined all her stuff!,disgust,1854
16,17,Ross,You think I haven't been beating myself up over this? I just want to make it right.,sadness,1854
17,18,Mr. Geller,And you think deceiving her is the answer?,disgust,1854
18,19,Ross,"It's not ideal, but it's the best I can do right now!",anger,1854
0,1,Joey,"Richard, there's something I need to tell you.",neutral,1855
1,2,Richard,What is it? You're making me uncomfortable.,disgust,1855
2,3,Joey,"I've been having an affair with your wife, Paulette, for the past two years.",anger,1855
3,4,Richard,You disgust me. How could you betray me like this?,disgust,1855
4,5,Joey,"I know it was wrong, but I couldn't help my feelings for her.",sadness,1855
5,6,Richard,You're a despicable human being. I never want to work with you again.,disgust,1855
6,7,Joey,"Please, Richard, don't let this ruin our professional relationship.",fear,1855
7,8,Richard,"It's too late for that. You've crossed a line, and I can't forgive you.",disgust,1855
8,9,Phoebe,"Joey, I told you this would happen if you continued the affair.",sadness,1855
9,10,Joey,"I know, Pheebs. I just couldn't control myself.",sadness,1855
10,11,Phoebe,"Well, now you've lost a good friend and coworker. Are you happy?",disgust,1855
0,1,Rachel,"Ugh, this sandwich is disgusting!",disgust,1856
1,2,Ross,What's wrong with it?,neutral,1856
2,3,Rachel,It's soggy and the meat tastes funny.,disgust,1856
3,4,Ross,Maybe it's just a new type of sandwich. Give it a chance.,neutral,1856
4,5,Rachel,No way! I'm not eating something that makes me gag.,disgust,1856
5,6,Ross,"Alright, alright. What if I make you a new one?",neutral,1856
6,7,Rachel,"Fine, but make sure it's not disgusting this time.",disgust,1856
7,8,Ross,"I'll do my best. Now, there's something I've been meaning to ask you.",neutral,1856
8,9,Rachel,What is it?,neutral,1856
9,10,Ross,"Never mind, it can wait. Let's focus on the sandwich first.",neutral,1856
10,11,Rachel,Good idea. I can't believe I have to deal with this gross sandwich.,disgust,1856
0,1,Phoebe,"Ugh, I can't believe I have to go to this thing tonight.",disgust,1857
1,2,Eric,What thing? What are you talking about?,neutral,1857
2,3,Phoebe,My friend's art show. She makes these really creepy sculptures out of used chewing gum.,disgust,1857
3,4,Eric,That sounds... interesting. Why do you have to go if you don't want to?,neutral,1857
4,5,Phoebe,"She's my friend, and I promised her I'd be there for moral support. But the thought of being surrounded by chewed up gum... it makes my skin crawl!",disgust,1857
5,6,Eric,"Well, I could come with you if you want. Maybe it won't be so bad with some company.",neutral,1857
6,7,Phoebe,"No way! I'm not subjecting you to that. Plus, I don't want you to see me gagging and dry-heaving all night.",disgust,1857
7,8,Eric,"Phoebe, if it's really that bad, you shouldn't go. Your friend will understand.",neutral,1857
8,9,Phoebe,"I know, but I feel obligated. I just have to suck it up and deal with it, even if it makes me nauseous.",disgust,1857
9,10,Eric,"Just remember to breathe through your mouth, and try not to touch anything. Call me if you need a rescue mission.",neutral,1857
10,11,Phoebe,"Thanks, Eric. I'll definitely keep that in mind. I'm gonna go brace myself for the grossness.",disgust,1857
0,1,Chandler,I can't believe you're going to keep dating him after what you found out.,disgust,1858
1,2,Phoebe,"I know, I know. It's just... I really like the restaurant he takes me to.",disgust,1858
2,3,Chandler,So you're willing to overlook the fact that he's engaged to someone else?,disgust,1858
3,4,Phoebe,"Well, they're not married yet. And like I said, a girl's gotta eat.",neutral,1858
4,5,Chandler,You're unbelievable. You're just using him for free meals?,disgust,1858
5,6,Phoebe,"Hey, I'm not the one who's cheating on my fiancée. He's the disgusting one!",disgust,1858
